@RELATION image_processing_final

@ATTRIBUTE Contrast NUMERIC
@ATTRIBUTE Dissimilarity NUMERIC
@ATTRIBUTE Homogeneity NUMERIC
@ATTRIBUTE Energy NUMERIC
@ATTRIBUTE Correlation NUMERIC
@ATTRIBUTE ASM NUMERIC
@ATTRIBUTE class {Brain_glioma,Brain_meningioma,Brain_notumor,Brain_pituitary}

@DATA
64.811854578127,2.8723677754694945,0.6510368028313063,0.29934739807442545,0.9797229494328571,0.08962348983762582,Brain_glioma
35.60956723756358,2.0678719370938987,0.7226825458378598,0.3690415226870648,0.9848779761363682,0.13620247168084576,Brain_glioma
65.72458343141176,3.742339051357771,0.5181033069778215,0.16993934589435536,0.9819704836220186,0.028921462890374845,Brain_glioma
21.839083753017153,1.5348196266947534,0.768531482252143,0.3937814971842036,0.9838445838182165,0.15507596963247738,Brain_glioma
39.11455067166843,2.9129589048274256,0.5777861416909665,0.2503694682548807,0.9879633960357543,0.06273996748913326,Brain_glioma
49.40584957425217,3.141139144424117,0.5643360633705187,0.2321243813225719,0.9841010125955167,0.0538935944511206,Brain_glioma
51.127113369715964,3.356423163031051,0.5375422399375882,0.2345438554102821,0.9800103617790143,0.05502034579760751,Brain_glioma
34.76764291476506,2.1327751011502905,0.6929260042946052,0.3518712629381031,0.9754573736345676,0.12382377794681984,Brain_glioma
42.83814922682244,2.712702239514735,0.6155880299357566,0.2576339473833681,0.972456872451701,0.06638591009762246,Brain_glioma
31.434294241670298,2.634193800329706,0.5892625289015743,0.23379759341703288,0.9914073941044071,0.05476797227784127,Brain_glioma
32.1886173672964,2.3878471013406655,0.6527785469972723,0.2773050971692496,0.9875055304803058,0.07692075528390648,Brain_glioma
74.30884990032075,4.61596899125198,0.3652816365389633,0.05338964643222354,0.9834269955805819,0.0028664940683950533,Brain_glioma
35.68691465377383,2.6347224124990984,0.6003782113716826,0.24765522411554555,0.9783736163962431,0.061344374204179576,Brain_glioma
57.88644000515019,3.2863957151926053,0.5247656306847026,0.2271968352479576,0.9802977981443675,0.051624301901419756,Brain_glioma
51.62210593303,3.189373377562829,0.5569955238921847,0.2420524599082158,0.9825736533146487,0.058600441790043006,Brain_glioma
25.831203768663045,2.6277663424145157,0.5332503811081617,0.18859257575080227,0.9917167415828307,0.03563301064117119,Brain_glioma
65.54462298338842,3.793508864185222,0.4519531267662698,0.10645978698004696,0.9753916654921545,0.011356828266744105,Brain_glioma
54.707649460457375,3.1830228790002457,0.5892324375366539,0.24570119802095194,0.9829737129762057,0.06038447283691555,Brain_glioma
57.92811438470576,3.3479162505418634,0.5378342343646028,0.18128641332464934,0.9786902857218167,0.032916009965767865,Brain_glioma
53.95688833215986,3.837499027255517,0.4183884007270394,0.07934534390821534,0.9883750256820705,0.006313149226536175,Brain_glioma
58.955844610679016,2.5784863476844424,0.6667452505006728,0.33796647728193996,0.9686361414996236,0.1142313170773292,Brain_glioma
57.98453150670072,3.4398351467683614,0.4583223613858462,0.09668116377768049,0.9793472229533488,0.009394634027957337,Brain_glioma
56.77314810208671,3.4299875752790805,0.5377123033659172,0.24025889297634784,0.9831461271158984,0.057731030838518264,Brain_glioma
40.32726264236316,2.381534667327161,0.6855606796053015,0.36009527169368694,0.9825470369425643,0.12967777895990407,Brain_glioma
26.334069461120585,1.9487819239570436,0.7040300950940457,0.35696163661501396,0.987124102326075,0.12743226844571634,Brain_glioma
52.763566174626575,3.3721091549448663,0.5328996778320546,0.22904626781859969,0.9842310541923577,0.05246989218799078,Brain_glioma
56.29540839662769,3.18564864100926,0.6163058234831971,0.27082100514190266,0.984544719182242,0.0733621676042633,Brain_glioma
43.45513656817772,2.4207582404323764,0.6948596006040917,0.3590516301876123,0.9827812681489928,0.12892854086926264,Brain_glioma
51.62034589641824,2.7824874867934386,0.6489551012451784,0.329084534794618,0.9851038380521329,0.10830665242392337,Brain_glioma
58.472082117817905,3.274743108797982,0.531425050606977,0.23133469894805359,0.9795675235462739,0.05352206974262691,Brain_glioma
80.11799942527676,3.92191265690124,0.5532714029653485,0.2504587415862622,0.9783861559092137,0.06274092166873355,Brain_glioma
61.33247636923255,3.9814246552450774,0.436667674352614,0.10204263964929339,0.977147629119749,0.010452637421409103,Brain_glioma
57.64773718596695,3.3725693646183843,0.5827011060192036,0.2632507176647508,0.9829063099001245,0.06931485625397124,Brain_glioma
66.26304156600148,4.108056548436386,0.4302572804394259,0.09272405989878939,0.9808443479449374,0.008640429662032071,Brain_glioma
37.3622420032864,1.9971114213153254,0.7300734859529239,0.41530847458175657,0.9805559079535882,0.17249969669680654,Brain_glioma
17.00406689301756,1.3997497508338166,0.7882237541622337,0.45201068683673185,0.9945649819028604,0.20433457657055779,Brain_glioma
37.82642312420772,2.3865024911521395,0.662050170774686,0.3493190281521688,0.9824765308031397,0.12203147187746956,Brain_glioma
49.83937905806984,3.437422834953393,0.4719237971838993,0.10761967804568107,0.9724208968038619,0.011635252643246665,Brain_glioma
18.2122586218404,1.5719195809245563,0.7390696378206005,0.3783278538541767,0.9909147430602355,0.143145572383626,Brain_glioma
66.39133253199893,4.2007452607126625,0.4196889222899719,0.08179963836559584,0.9744260510236245,0.006719885898853359,Brain_glioma
49.09807243187288,2.4990093830121065,0.698690549971894,0.3893036991622238,0.9834562776861034,0.15156867938728788,Brain_glioma
28.201842219458197,2.603796987764864,0.5522416931685341,0.20875966467063148,0.9904690421152222,0.04364640502060779,Brain_glioma
43.542697486789734,3.2804224064672547,0.503884025611308,0.15430503896352907,0.9902421164036761,0.023880931790399317,Brain_glioma
34.008790550971355,2.091964702337304,0.7246840332200646,0.4078905246114246,0.9859822051678787,0.16638499753324867,Brain_glioma
54.0580353028932,3.7571409625167935,0.44622346942310076,0.09486050619484664,0.9786298830063879,0.009036999251714235,Brain_glioma
36.08402633276617,2.3123085627686124,0.6687411388097495,0.3524819875791622,0.9798791294006062,0.1242507494961567,Brain_glioma
38.93216591427775,2.236380614285184,0.7083397163087761,0.3648703027586228,0.9862259855829473,0.13314329045562315,Brain_glioma
65.03833622181408,3.914947753208359,0.4509258630928593,0.10001413190244998,0.9718950920000413,0.010049968086251915,Brain_glioma
33.17834788442461,2.145251196553567,0.7114638882405607,0.3586088137113491,0.989929451382887,0.12861383524145245,Brain_glioma
15.804943940170777,1.3810404527497775,0.7774841137797598,0.4104688774073784,0.9941342159446224,0.16851701910428663,Brain_glioma
